ordem,uf,municipality,district,sub_district,urban_rural,landuse_id,landuse_description,categoria_cnae,dúvidas,CNAE
294261,41,10102,10,0,2,3,2 GRANJA DE FRANGO  PAIOL,,,
125159,33,2403,40,0,1,6,2 IGREJA BATISTA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
338466,31,43302,5,0,1,6,2 IGREJA DE DEUS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
269155,35,2101,5,0,1,6,2 IGREJA PENTESCOSTAL O BRASIL PARA CRIS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
215222,29,15601,5,0,1,6,2 IGREJA PRESBITERIANA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
164380,24,8003,5,0,1,6,2 IGREJA PRESBITERIANA NOVA ESPERANCA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
234140,21,2200,5,0,1,6,2 IRMAES VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,,
506052,41,1408,5,0,1,6,2 IRMAOS MATERIAIS DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,,
413751,35,21903,5,0,1,6,2 IRMAOS PNEUS E RODAS,,,
485332,41,19509,5,0,1,6,2 LOJAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
52471,42,8450,5,0,1,6,2 LOJAS VAGAS E IGREJA CRISTA MARANATA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
375226,35,25904,5,0,1,6,2 NUMEROS NA MESMA CASA,,,
567708,42,2875,5,0,2,3,2 PAIOL,,,
579020,43,18614,5,0,2,6,2 PAIOL E CASA DE MAQUINAS,,,
562331,31,21258,5,0,1,6,2 PARTE DA PANIFICADOURA,,,
468295,52,1108,5,0,1,6,2 REGISTRO CIVIL E TABELIONATOS DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
35621,13,1951,5,0,2,3,2 ROSADO DE MILHO,,,
267025,27,4104,5,0,2,3,2 SALOES,,,
406774,27,300,5,0,2,6,2 SALOES PARA FAZER CILAGEM,,,
280043,42,9102,5,0,1,6,2 SALSS COMERCIAIS,,,
256374,35,47809,5,0,1,6,2 TABELIAO DE NOTAS DE SANTO ANDRE,,,
420905,35,11102,5,0,1,6,2 TABELIAO DE NOTAS E DE PROTESTO DE LET,,,
85439,31,43005,5,0,1,6,2 TABELIONATO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
414423,35,50308,82,0,1,6,20 DELEGACIA D POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
467729,42,8906,5,0,1,6,2000 MULTIMARCAS,,,
136415,41,25001,5,0,1,6,20V LANCHES,,,
321186,33,4557,5,36,1,6,22 BATALHAO DE POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
413684,31,6200,5,62,1,6,22 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
201864,35,34401,5,0,1,6,22 MESMO EN DA FAINO BORALE,,,
548203,41,6902,5,1,1,6,22 VARA CIVEL,,,
278182,51,5101,5,0,1,6,23 CIRETRAN,,,
108270,28,2403,5,0,1,6,23 JUNTA DE SERVICO MILITAR,,,
455973,35,23107,5,0,1,6,235 BAZAR,,,
489932,35,50308,19,0,1,6,24 LINK ASSIST TEC INSTALACAO DE ALARMES,,,
527706,33,704,5,0,1,6,25 BATALHAO DE POLICIA MILITAR,,,
384792,52,8707,5,44,1,6,25 COMERCIO DE ROUPAS,,,
350281,42,19309,5,0,1,6,25 DELEGACIA REGIONAL DE POLICIA,,,
23322,35,4107,5,0,1,6,27 PAPET PRINT,,,
167825,41,19954,5,0,1,6,277 CASAS PRE FABRICADAS,,,
532263,43,18002,40,0,2,3,2A GRANJA,,,
377417,41,6902,5,6,1,6,2A MATERIAIS ELETRICOS,,,
535485,42,4400,5,0,2,3,2CHIQUEIROS  PRODUCAO DE OVOS,,,
87932,31,47907,5,0,1,6,2EM1 MODAS,,,
362519,42,10308,5,0,2,3,2ESTUFA COM BARRACAO PAIOL,,,
519161,31,70206,5,0,1,6,2ML GRAFICA EXPRESSA,,,
346741,42,10308,5,0,2,3,2PAIOL ESTUFA C BARRACAO GALINGEIRO MANG,,,
251749,24,8003,5,0,1,6,3 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
147982,11,64,5,0,2,3,3 CASA AS ESQUER DEP D ESQU DA 2 EIX,,,
396003,35,50902,5,0,2,3,3 CASAS 1 CURRAL 1 BARRACAO,,,
160949,42,11850,5,0,2,3,3 CHIQUEIRO,,,
245439,35,10005,5,0,1,6,3 CIA DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
352622,35,50308,56,0,1,6,3 CIA DO 13 BATALHAO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
54061,29,12004,5,0,1,6,3 CIA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
243959,35,50308,72,0,1,6,3 COMP DO 11 BATALHAO POLICIAL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
182727,35,26704,5,0,1,6,3 DIESEL,,,
559920,35,50308,66,0,1,6,3 DISTRITO POLICIAL 1 DELEGACIA DE POLIC,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
575531,35,50308,1,0,1,6,3 ESTRELAS,,,
275656,43,22707,5,0,2,3,3 ESTUFAS DE FUMO E 1 GALPAO,,,
570026,32,1308,10,0,1,6,3 I ESQUADRIAS,,,
453726,11,122,5,0,1,6,3 IGREJA PRESBETERIANA DO BRASIL,,,
426021,31,6200,5,65,1,6,3 IRMAOS,,,
153937,51,3304,5,0,1,6,3 J ENGENHARIA,,,
279696,35,7803,5,0,1,6,3 JOTA SUPERMERCADO,,,
182189,32,5101,5,0,1,6,3 LOTES VAGOS,,,
560644,26,4908,5,0,1,6,3 PELOTAO CUMARU,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
269526,51,6307,5,0,2,3,3 RITIRO DA FAZENDA RIO MARIA,,,
298464,21,9502,5,0,1,6,3 ROCHA,,,
67560,42,9102,5,0,1,6,3 SALAS COMERCIAIS,,,
303716,35,48500,5,0,1,5,3 SALAS DE ODONTOLOGIA,,,
345033,52,1405,10,0,1,6,30 HS DISTRIBUIDORA,,,
81053,33,3906,5,0,1,6,32 BATALHAO DO EXERCITO,,,
155642,41,509,5,0,2,4,34E678 SERIE CASA RURAL,,,
400158,25,9909,5,0,2,3,35M A ESQUERDA DA CASA N52,,,
396785,26,7752,5,0,1,6,36 GRUPO DE ESCOTEIROS,,,
128723,29,21906,5,0,1,6,3C CARTUCHOS E VARIEDADES,,,
79624,35,30300,5,0,1,6,3D FABRICA DE MOVEIS,,,
222238,43,14902,5,0,1,6,3ECRITORIO DE CONTABILIDADE,,,
294142,35,19071,5,0,1,6,3FUNELARIA,,,
489501,29,19058,5,0,1,6,3K LANCHES,,,
544089,35,46009,5,0,1,6,3L3,,,
124505,35,48906,5,0,1,6,3M BEBIDAS,,,
385341,42,18806,5,0,1,6,3MS BEBIDAS DESTRIBUIDORA DE BEBIDAS,,,
303852,35,23305,5,0,1,6,3O5 CIRETRAN PATIO ITARIRI E PEDRO DE TO,,,
77302,28,1207,5,0,1,6,3R CONFECCOES,,,
209742,43,21501,5,0,1,6,3R DO BRASIL,,,
310080,52,8707,5,10,1,6,3R FRIOS,,,
460932,35,34401,5,0,1,6,3STACIONAMENO E LAVA RAPIDO,,,
183904,35,1152,5,0,1,6,3WS TRANSPORTE E LOGISTICA LIMITADA,,,
186608,35,43402,5,0,1,6,4  R  VEICULOS,,,
92982,35,23602,5,0,2,6,4 BAIAS CAVALOS,,,
528465,21,11607,5,0,1,6,4 BATALHAO DE POLICIA MILITAR,,,
4801,35,47809,5,0,1,6,4 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
21759,33,1702,10,0,1,6,4 ESTACOES,,,
275739,26,11606,5,18,1,6,4 ESTACOES TOLDOS,,,
265295,43,18614,5,0,2,3,4 ESTREBARIA CHIQUEIRO GALINHEIRO,,,
261393,43,22707,5,0,2,3,4 ESTUFAS E 2 GALPOES DE FUMO,,,
283225,29,8903,10,0,2,6,4 GRANJAS DA PERDIGAO,,,
276111,25,5105,5,0,1,6,4 GREEC,,,
86810,35,18800,5,0,1,6,4 JS MODAS E BIJU,,,
236227,27,4302,5,8,1,6,4 JUIZADO ESPECIAL,,,
290335,29,31350,5,0,1,6,4 LINHAS AUTO PECAS LTDA,,,
282982,43,406,5,6,1,6,4 PATAS PETSHOP,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
300242,31,40506,5,0,1,6,4 PELOTAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
458379,35,25904,5,0,1,6,4 RODAS SOM E ALARMES,,,
285196,27,3106,5,0,2,4,4 SERIE ENSINO FUNDAMENTAL,,,
226831,35,18800,5,0,1,6,4 TEMPOS MOTORSPORT,,,
548218,35,50308,11,0,1,6,40 CARTORIO REGISTRO CIVIL BRASILANDIA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
85070,35,26902,5,0,1,6,40 GRAUS CABELEREIRO,,,
251594,51,3403,5,41,1,6,4A CONFECCOES E UNIFORMES,,,
70868,13,2603,5,6,1,6,4A INFORMATICA,,,
470587,31,60405,5,0,2,3,4TFDF,,,
35126,35,43402,5,0,1,6,5 A SEC,,,
505918,35,18206,5,0,1,6,5 CIA DA POLICIA MILITAR,,,
245597,41,5805,5,0,1,6,5 CINCO,,,
51935,33,3401,20,0,1,6,5 IGREJA ASSEMBLEIA DE DEUS,,,
485127,41,13700,5,1,1,6,5 OFICIO DE NOTAS CARTORIO,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
348100,26,11101,5,8,1,6,5 PONTOS COMERCIAIS,,,
196568,42,9102,5,0,1,6,5 SALAS COMERCIAIS,,,
136603,41,6902,5,2,1,6,54 IGREJA DO EVANGELIO QUADRANGULAR,,,
360192,31,6200,5,67,1,6,5A RODA PNEUS,,,
464043,26,11606,5,19,1,6,5ALAO DE BELESA,,,
139760,35,50308,38,0,1,6,5D,,,
547767,42,14607,5,0,2,3,5ITIO  HERES SACHETTE,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
103314,41,25506,5,0,1,6,6 0 GRUPAMENTO DE BOMBEIRO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
402172,16,303,5,0,1,6,6 BATALHAO DE POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
247848,52,11503,5,0,1,6,6 DRP ITUMBIARA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
177402,35,7506,5,0,1,6,6 IGREJA O BRASIL PARA CRISTO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
301080,21,11300,5,0,1,6,6 JUIZADO CIVIL E DAS RELACOES DE CONSUM,,,
95906,42,9102,5,0,1,6,6 LOJAS COMERCIAIS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
474282,23,4400,5,8,1,6,6 OFICIO DE NOTAS,,,
256478,41,5904,5,0,1,6,60 CIRETRAN,,,
171832,41,6506,5,0,1,6,62 CIRETRAN,,,
464659,35,50605,20,0,1,6,6J,,,
413849,41,6605,5,0,1,6,7 BATAHAO DE POLCIA MILITAR,,,
357092,35,43907,5,0,1,6,7 DELEGACIA DE SERVICO MILITAR,,,
205590,27,9301,5,0,1,6,7 INSPETORIA REGIONAL DE ENSINO,,,
376896,26,302,5,0,1,6,700 GAUSS,,,
293671,35,2200,5,0,2,3,7000 EUCALIPTUS,,,
178173,42,9102,5,0,1,6,702 E 602 MESMA MORADA,,,
116306,35,50308,69,0,1,6,764 AUTOMOVEIS,,,
237936,33,407,5,4,1,6,765 DEPOSITO BEBIDA,,,
40904,35,52502,5,0,1,6,7CAR MULTIMARCA,,,
504269,22,10607,5,0,1,6,7HO DE GENEROS ALIMENTICIOS,,,
291967,31,6200,5,65,1,6,7MERCEARIA COMERCIO DE SECOS E MOLHADO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
335853,35,50308,29,0,1,6,7NDUSTRIA METALURGICA,,,
579040,35,29401,5,0,1,6,8 CB CORPO DE BOMBEIRO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
411486,31,68705,5,0,1,6,85 BATALHAO DE POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",,
562351,41,27908,10,0,2,3,88 47 30 71,,,
131118,27,2306,5,0,1,6,89 DISTRITO POLICIAL DE CORURIPE,,,
492863,33,407,5,12,1,6,8AR E MERCEARIA,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",,
115996,22,11001,5,8,1,6,9 BATALHAO PM,,,
578182,35,50308,90,0,1,6,9 CARTORIO DE REGISTRO CIVIL,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",,
202041,32,3320,10,0,1,6,9 COMPANHIA DE POLICIA MLITAR,,,
179439,35,50308,69,0,1,6,9 SALAS DE CORETORES DE SEGURO PORTO SEG,,,
227307,52,8004,5,0,1,6,92 FM,,,
18016,29,17201,5,0,2,3,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",,
86323,42,2081,5,0,2,6,A,NÃO DEFINIDO,,
248340,35,50308,1,0,1,6,A   VENDA,,,
386118,35,30607,5,0,1,6,A  PARA FESTA,,,
414127,15,6203,5,0,1,6,A 1000LTON LANCHES,,,
369236,33,803,10,0,1,6,A A,NÃO DEFINIDO,,
463414,41,13700,5,1,1,6,A A Z PRESENTES,,,
413219,41,9708,5,0,1,6,A ALUGAR,,,
202700,35,50308,40,0,1,6,A ARTIP,,,
317016,35,7803,5,0,1,6,A ASSISTENCIA TECNICA DE ELETRO DOMESTIC,,,
374974,25,7507,5,0,1,6,A BAGUNCA,,,
11882,27,4302,5,7,1,6,A BARATEIRA DAS FESTAS,,,
535160,35,50308,72,0,1,6,A BOTICA,"- - COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, PERFUMARIA E COSMÉTICOS E ARTIGOS MÉDICOS, ÓPTICOS E ORTOPÉDICOS",,
148136,31,11200,5,0,1,6,A BRASILEIRA CONFECCOES,,,
276189,50,2704,5,6,1,6,A BURGUER,,,
7854,52,4904,5,0,1,6,A BURITI LAR MOVEIS,,,
95334,33,1702,5,0,1,6,A C PECAS E ACESSORIOS,,,
427443,31,70206,5,0,1,6,A CACULINHA LOTERIAS,,,
341878,24,2006,5,0,1,6,A CAL SERIDO,,,
385078,24,3251,5,0,1,6,A CASA DO BOLO,,,
441381,52,8707,5,31,1,6,A CASA DO GESSO,,,
463725,35,50308,27,0,1,6,A CASA DO LADO COMPROU E AS JUNTOU,,,
395918,26,7901,5,0,1,6,A CASA DO SERRALHEIRO,,,
551543,51,7909,5,0,1,6,A CASA DOS MOVEIS,,,
309755,32,5309,5,7,1,6,A CASA ESTA SITUADA NA RUA JOSE BITTENCO,,,
165092,31,6705,5,1,1,6,A CASINHA,,,
178134,31,71709,5,0,1,6,A COLEGIAL CALSADOS,,,
118949,52,8707,5,15,1,6,A COM COMPUTADORES,,,
522829,35,4503,5,0,1,6,A COMERCA REGIONAL,,,
553209,41,4303,5,1,1,6,A CONCEPT IN FASHION LOJA DE ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
4690,15,8084,5,0,1,6,A COOPERFIL,,,
440486,41,2901,5,0,1,6,A COSTA EMPREENDMENTOS,,,
201499,50,2209,5,0,1,6,A COZINHA DA CASA,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
219947,21,11607,5,0,1,6,A CREDINORTE,,,
81074,21,12100,5,0,1,6,A CREDINORTE MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
267361,21,1004,5,0,1,6,A CREDINORTR MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
297804,31,6200,5,65,1,6,A CRIACAO,,,
316405,26,15805,5,0,2,3,A CRIACAO DE GADO,,,
324794,42,9300,5,0,1,6,A CUTIA LOTERIAS,,,
190412,35,5708,5,0,1,6,A D ANGELO TEXTEIS ME CONFECCAO,,,
258942,29,18001,5,0,1,6,A D GRAFICA,,,
364353,21,10500,5,0,1,6,A DATALINK,,,
373249,43,13904,5,0,1,4,A DE EDUCACAO INFANTIL,,,
440945,35,11102,5,0,1,6,A DEFINIR,,,
188686,43,14902,5,0,1,6,A DIA AR CONDICIONADO,,,
25365,41,6902,5,6,1,6,A DIOGO COMERCIO DE FERRAGENS LTDA,,,
293018,52,18508,5,0,1,6,A E A LOCACAO DE MESAS,,,
158597,26,2902,15,0,1,6,A E A MODAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
378945,23,4400,5,7,1,6,A E B PAPELARIA,"- - COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",,
528477,53,108,5,8,1,6,A E C CONTABILIDADE,,,
396329,35,44103,5,0,1,6,A E M ADEGA RIO GRANDE,,,
71031,29,30501,5,0,1,6,A E M COERCIAL DE BEBIDAS,,,
228324,33,4557,5,27,1,6,A E M DIGITAL,,,
66291,29,33455,5,0,1,6,A E N MODAS,,,
356407,51,1803,5,0,1,6,A ECONOMICA TECIDOS,,,
470536,15,1402,5,0,1,6,A EFICAZ COBRANCA LTDA,,,
163673,21,12506,5,0,1,6,A ESCOLAR,,,
290320,50,1102,5,0,1,6,A ESTUDANTIL CENTRAL DE COPIAS,,,
401586,11,205,5,6,1,6,A EVANGELICA CONFECCOES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
503297,24,8003,5,0,1,6,A F COMERCIO MATEIAL CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,,
343717,31,6200,60,64,1,6,A FANTASTICA UTILITARIOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
280898,32,904,5,0,1,6,A FAVORITA CONFECCOES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
271650,52,10208,5,0,1,6,A FAVORITA PRESENTES,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
562104,28,1306,5,0,1,6,A FAZENDINHA,,,
396097,26,1904,5,0,1,6,A FEDERAL,,,
9297,29,14604,5,0,1,6,A FESTIVA BOMBONIERE,,,
345858,25,10808,5,0,1,6,A FLOR DO PRADO,,,
487429,52,14606,5,0,1,6,A FRIGOCARNE,,,
536356,25,4009,5,0,1,6,A FRUTEIRA,,,
58746,31,45851,5,0,1,6,A G DISTRIBUIDORA,,,
298156,35,51702,5,0,1,6,A G M USINAGEM S ESPECIAIS,,,
324395,17,8304,5,0,1,6,A G MODAS LOJA DE ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
211312,26,11903,10,0,1,6,A GRAVATAENSE,,,
505553,27,4302,5,7,1,6,A GULOSINHA SANDUICHES E MASSAS,,,
499600,31,37601,5,0,1,6,A HIDROELETRICA,,,
158198,52,14606,5,0,1,6,A IDEAL TECIDOS,,,
270511,35,27108,5,0,1,6,A IGREJA DE JESUS CRISTO DOS SANTOS DOS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
71820,43,6767,5,0,1,6,A IGREJA DO NAZARENO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
130984,35,6003,5,0,1,6,A IGREJA GEDEOES DE CRISTO,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
270135,35,5906,5,0,1,6,A IGREJA QUE ESTA EM RESTAURACAO ATOS DE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",,
101229,26,10004,5,0,1,6,A IMPERATRIZ,,,
82122,31,6200,5,62,1,6,A INFANTIL TEEN,,,
162031,35,50308,39,0,1,6,A ITALIANINHA,,,
156939,27,4302,5,11,1,6,A J DESIGN CABELOS,,,
461703,23,4400,65,11,1,6,A J GAMES,,,
112181,33,704,5,0,1,6,A J MARIANO IMOVEIS,,,
559753,33,2502,25,0,1,6,A J NORO ELETRONICA,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
200557,50,3702,5,0,1,6,A JAPONESA,,,
355249,31,71006,5,0,1,6,A JOVEM LAR DEPOSITO,,,
572027,35,48708,5,0,1,6,A KOZZINHA,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
460352,29,10503,5,0,1,6,A L ALMEIDA,,,
563922,26,6408,5,0,1,6,A L PRESENTES E CONFECCOES,,,
111540,43,17103,5,0,1,6,A L V MATERIAL DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,,
347344,43,20651,5,0,1,6,A LINHA CAR CHAPEAMENTO,,,
474431,51,607,5,0,1,6,A LOJA DO DEZ A MEXE REMEXE,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
182559,35,50308,31,0,1,6,A LOJINHA,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
91544,31,51107,5,0,1,6,A M CONFECCOES,,,
331793,26,11101,5,8,1,6,A MAIS COMUNICACAO VISUAL,,,
23457,26,10707,5,0,1,6,A MALUQUINHA,,,
153903,35,50308,76,0,1,6,A MENDES IMOVEIS,,,
321146,35,50308,37,0,1,6,A MESMA CASA,,,
193056,31,6200,5,63,1,6,A MESMA CASA 712,,,
341511,31,6200,60,69,1,6,A MESMA CASA A  B,,,
222222,31,6200,5,63,1,6,A MESMA CASA DA APERE 806,,,
455209,35,45209,5,0,1,6,A MESMA CASA DA RUA AO LADO,,,
72445,35,41901,5,0,1,6,A MESMA CASA DE NUM 69 USO OCASIONAL,,,
29746,35,50308,13,0,1,6,A MESMA CASA DO N 118 DA MENDONCA JUNIOR,,,
393833,26,11606,5,23,1,6,A MESMA LAN HAUSE,,,
394804,31,6200,60,66,1,6,A MESMA LOJA DO NMERO 920,,,
118105,43,14902,5,0,1,6,A MILIMETRICA,,,
416714,27,6703,5,0,1,6,A MISCELANIA,,,
38246,29,3235,15,0,1,6,A MISCLANIA ARMARINHO E PAPELARIA,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
365344,35,1608,5,0,1,6,A MISS ALINE LOJA ROUPAS FEMININA,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
188489,52,9101,5,0,1,6,A MODELAR,,,
503694,41,15101,5,0,1,6,A MODELINE,,,
237851,26,9402,5,0,1,6,A MORENSE LOTERIAS,,,
495554,31,6705,5,6,1,6,A MUNDIAL PINTURA,,,
414038,50,3702,5,0,1,6,A MUSICAL,,,
159761,26,11606,5,19,1,6,A NORDESTINA,,,
527843,43,14902,5,0,1,6,A NOSSA CASA,,,
224417,51,3379,5,0,1,6,A NOSSA LOJA,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
560069,31,34202,5,0,1,6,A NOVA LOJA,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
37302,31,62104,5,0,1,6,A NUMERO UM DO ESPORTE,,,
150943,41,6902,5,1,1,6,A OCULISTA,,,
83885,52,8707,5,8,1,6,A OURO TINTAS,,,
68448,31,18205,5,0,1,6,A OUTRA FACE FASHION MODAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
225685,27,4302,5,6,1,6,A P CABELOS,,,
535050,52,12501,6,0,1,6,A PAULISTANA CONFECCOES,,,
399944,33,4151,5,0,2,6,A PEREIRA MANHAES CENTER,,,
60314,26,1904,5,0,1,6,A PERSEVERANCA,,,
288760,15,8084,5,0,1,6,A PIONERA MOVEIS,- - COMÉRCIO VAREJISTA DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO; EQUIPAMENTOS E ARTIGOS DE USO DOMÉSTICO,,
147454,53,108,5,30,1,6,A PIZZA COM EXPRESS,,,
112686,24,11205,5,0,1,6,A PODEROSA,,,
388621,31,39607,5,0,1,6,A POPULAR CONFECCOES,,,
323660,52,8707,5,59,1,6,A POTENCIA INFORMATICA,,,
236026,31,36306,5,0,1,6,A PREDILETA TECIDOS,,,
395744,35,47700,5,0,1,6,A PREFERIDA,,,
511324,52,11909,5,0,1,6,A PRESTATIVA,,,
397928,27,6307,5,0,1,6,A PRIMAVERA,,,
427167,50,4502,5,0,1,6,A PRINCEZINHA LOJA DE ROUPAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,,
373525,35,50308,48,0,1,6,A QUESTAO SERVICO,,,
394379,24,3251,5,0,1,6,A QUITANDINHA,,,
430420,35,41000,5,0,1,6,A QUITUTEIRA,,,
499536,52,20454,5,0,1,6,A R A MARCENARIA,,,
