order,urban_rural,landuse_id,landuse_description,manual_label,label,snorkel_category
348022,1,6,1 REGIONAL DE SAUDE,SAÚDE HUMANA E SERVIÇOS SOCIAIS,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
442522,2,3,1 SALAO E UM CURADOR E UM XIQUEIRO DE AV,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
550946,1,6,1 SGB PB CAMPOS ELISEOS,,NÃO DEFINIDO,-1
84892,1,6,1 TABELIONATO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
215888,1,6,1 TABELIONATO NOTAS E PROTESTOS DE TITUL,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
519066,1,6,1 TOPA TUDO MONTAGEM E ASSISTENCIA TECNI,,OUTRAS ATIVIDADES DE SERVIÇOS,40
98846,1,6,10 DISTRITO POLICIAL PLANTAO ZONA SUL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
440378,1,6,100 MODAS,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
165270,1,6,100 NOME,,NÃO DEFINIDO,-1
452488,1,6,100 POR CENTO PESCA,,NÃO DEFINIDO,-1
204420,1,6,100 PORCENTO COLCOES,,NÃO DEFINIDO,-1
119279,1,6,100 VIDEO,,NÃO DEFINIDO,-1
258727,1,6,1000 COISAS,,NÃO DEFINIDO,-1
499665,1,6,1000 DETALHES,,NÃO DEFINIDO,-1
525754,1,6,1000 MILHAS ACESSORIOS,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
326697,1,6,1001 RODAS COMERCIO DE PNEUS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
206340,1,6,1001 UTILIDADES,,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,11
572049,1,6,101 NEWS FM,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
218216,1,6,107A CIRETRAN,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
562614,1,6,11 BPM,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
352754,1,6,11 SALAS COMERCIAIS,,NÃO DEFINIDO,-1
223281,2,6,11 SUP 2 CIA SUP,,NÃO DEFINIDO,-1
346498,1,6,123 MODA INFANTIL,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
320999,1,6,13 CARTORIO DO BUTANTAN,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,34
457685,1,6,13 DP POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
88516,1,6,14 BATALHAO POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
422613,1,4,15 DE OUTUBRO,,EDUCAÇÃO,36
23849,1,6,15 IGREJA DO EVANGELHO QUADRANGULAR,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
99522,1,6,152JUNTA DE SERVICO MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
198791,1,6,15602 MERCADO,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS","- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - MINIMERCADOS, MERCEARIAS E ARMAZÉNS",13
503829,1,6,16 BATALHAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
466826,1,6,16 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
286265,1,6,16NOV EMPRESA DESATIVADA,DESOCUPADO,DESOCUPADO,42
211747,1,6,17 BATALHAO POL M PARANA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
108934,1,6,18 BATALHAO DA POLICIA CIIL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
450656,2,3,1GALPAO DE FUMO 2FORNO DE FUMO1SALA DE O,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
572024,1,6,1GGEJA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
157348,1,6,1GREJA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
506635,1,6,1GREJA EVANGELICA HA PAZ EM JESUS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
566453,1,6,1GREJA EVANI ALIACA CELESTE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
167541,1,6,1IGREJA BATISTA NO IPIRATININGA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
66127,1,5,1NCOR,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
444921,1,6,1SALAO DE DEPILACAO,,OUTRAS ATIVIDADES DE SERVIÇOS,40
55643,1,6,2 ANDAR DA CONTABILIDADE,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
404411,2,3,2 AVIARIO ESTREVARIA,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
224908,2,3,2 AVIARIOS,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
466206,2,3,2 AVIARIOS 4 CHIQUEITOES,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
519794,2,6,2 BAR DO ROQUE,,- ALIMENTAÇÃO,29
170374,2,3,2 BARRACAO AVICULTURA DE CORTE,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
502227,2,3,2 BARRACAO DE AVICULTURA DE CORTE,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
154142,2,3,2 BARRACAO SECADOR 2,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
510259,2,6,2 BARRACOES PARA ARMAZENAR A PRODUCAO,,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,25
206511,1,6,2 BASE POLICIA MILIAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
95016,1,6,2 BATALHAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
394042,1,6,2 BATALHAO DE INCENDIO DE TAGUATINGA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
384150,1,6,2 BEC QUARTEL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
230842,1,6,2 CARTORIO DE NOTAS,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,34
540394,1,6,2 COMUNIDADE EVANGELICA CRISTO VIVE,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
205277,1,6,2 COORDENADORIA,,NÃO DEFINIDO,-1
516206,2,3,2 DEPOSITOS,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
230270,1,6,2 DISTRITO POLICIAL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
264768,1,6,2 DISTRITO POLICIAL DE ITAPEVA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
200515,2,3,2 ESTUFAS E1 GALPAO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
250002,2,3,2 FORNOS 1 GALPAO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
47031,2,3,2 GALPAO DE FUMO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
294261,2,3,2 GRANJA DE FRANGO  PAIOL,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
125159,1,6,2 IGREJA BATISTA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
338466,1,6,2 IGREJA DE DEUS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
269155,1,6,2 IGREJA PENTESCOSTAL O BRASIL PARA CRIS,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
215222,1,6,2 IGREJA PRESBITERIANA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
164380,1,6,2 IGREJA PRESBITERIANA NOVA ESPERANCA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS","IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
234140,1,6,2 IRMAES VARIEDADES,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,11
506052,1,6,2 IRMAOS MATERIAIS DE CONSTRUCAO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,- - COMÉRCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO,16
413751,1,6,2 IRMAOS PNEUS E RODAS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
485332,1,6,2 LOJAS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
52471,1,6,2 LOJAS VAGAS E IGREJA CRISTA MARANATA,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",DESOCUPADO,42
375226,1,6,2 NUMEROS NA MESMA CASA,,NÃO DEFINIDO,-1
567708,2,3,2 PAIOL,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
579020,2,6,2 PAIOL E CASA DE MAQUINAS,,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,25
562331,1,6,2 PARTE DA PANIFICADOURA,,NÃO DEFINIDO,-1
468295,1,6,2 REGISTRO CIVIL E TABELIONATOS DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
35621,2,3,2 ROSADO DE MILHO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
267025,2,3,2 SALOES,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
406774,2,6,2 SALOES PARA FAZER CILAGEM,,NÃO DEFINIDO,-1
280043,1,6,2 SALSS COMERCIAIS,,"ARTES, CULTURA, ESPORTE E RECREAÇÃO",38
256374,1,6,2 TABELIAO DE NOTAS DE SANTO ANDRE,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
420905,1,6,2 TABELIAO DE NOTAS E DE PROTESTO DE LET,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
85439,1,6,2 TABELIONATO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
414423,1,6,20 DELEGACIA D POLICIA,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
467729,1,6,2000 MULTIMARCAS,,NÃO DEFINIDO,-1
136415,1,6,20V LANCHES,,- ALIMENTAÇÃO,29
321186,1,6,22 BATALHAO DE POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
413684,1,6,22 BPM,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
201864,1,6,22 MESMO EN DA FAINO BORALE,,NÃO DEFINIDO,-1
548203,1,6,22 VARA CIVEL,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
278182,1,6,23 CIRETRAN,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
108270,1,6,23 JUNTA DE SERVICO MILITAR,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
455973,1,6,235 BAZAR,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
489932,1,6,24 LINK ASSIST TEC INSTALACAO DE ALARMES,,OUTRAS ATIVIDADES DE SERVIÇOS,40
527706,1,6,25 BATALHAO DE POLICIA MILITAR,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
384792,1,6,25 COMERCIO DE ROUPAS,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
350281,1,6,25 DELEGACIA REGIONAL DE POLICIA,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
23322,1,6,27 PAPET PRINT,,NÃO DEFINIDO,-1
167825,1,6,277 CASAS PRE FABRICADAS,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
532263,2,3,2A GRANJA,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
377417,1,6,2A MATERIAIS ELETRICOS,,ELETRICIDADE E GÁS,4
535485,2,3,2CHIQUEIROS  PRODUCAO DE OVOS,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
87932,1,6,2EM1 MODAS,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
362519,2,3,2ESTUFA COM BARRACAO PAIOL,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
519161,1,6,2ML GRAFICA EXPRESSA,,INFORMAÇÃO E COMUNICAÇÃO,30
346741,2,3,2PAIOL ESTUFA C BARRACAO GALINGEIRO MANG,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
251749,1,6,3 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
147982,2,3,3 CASA AS ESQUER DEP D ESQU DA 2 EIX,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
396003,2,3,3 CASAS 1 CURRAL 1 BARRACAO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
160949,2,3,3 CHIQUEIRO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
245439,1,6,3 CIA DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
352622,1,6,3 CIA DO 13 BATALHAO,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
54061,1,6,3 CIA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
243959,1,6,3 COMP DO 11 BATALHAO POLICIAL,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
182727,1,6,3 DIESEL,,- - COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,15
559920,1,6,3 DISTRITO POLICIAL 1 DELEGACIA DE POLIC,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
575531,1,6,3 ESTRELAS,,INDÚSTRIAS EXTRATIVAS,2
275656,2,3,3 ESTUFAS DE FUMO E 1 GALPAO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
570026,1,6,3 I ESQUADRIAS,,NÃO DEFINIDO,-1
453726,1,6,3 IGREJA PRESBETERIANA DO BRASIL,,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
426021,1,6,3 IRMAOS,,NÃO DEFINIDO,-1
153937,1,6,3 J ENGENHARIA,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
279696,1,6,3 JOTA SUPERMERCADO,,"- - - COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS E SUPERMERCADOS",12
182189,1,6,3 LOTES VAGOS,,DESOCUPADO,42
560644,1,6,3 PELOTAO CUMARU,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
269526,2,3,3 RITIRO DA FAZENDA RIO MARIA,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
298464,1,6,3 ROCHA,,NÃO DEFINIDO,-1
67560,1,6,3 SALAS COMERCIAIS,,NÃO DEFINIDO,-1
303716,1,5,3 SALAS DE ODONTOLOGIA,,SAÚDE HUMANA E SERVIÇOS SOCIAIS,37
345033,1,6,30 HS DISTRIBUIDORA,,NÃO DEFINIDO,-1
81053,1,6,32 BATALHAO DO EXERCITO,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
155642,2,4,34E678 SERIE CASA RURAL,,EDUCAÇÃO,36
400158,2,3,35M A ESQUERDA DA CASA N52,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
396785,1,6,36 GRUPO DE ESCOTEIROS,,NÃO DEFINIDO,-1
128723,1,6,3C CARTUCHOS E VARIEDADES,,- - COMÉRCIO VAREJISTA NÃO ESPECIALIZADO,11
79624,1,6,3D FABRICA DE MOVEIS,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
222238,1,6,3ECRITORIO DE CONTABILIDADE,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
294142,1,6,3FUNELARIA,,NÃO DEFINIDO,-1
489501,1,6,3K LANCHES,,- ALIMENTAÇÃO,29
544089,1,6,3L3,,NÃO DEFINIDO,-1
124505,1,6,3M BEBIDAS,,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",14
385341,1,6,3MS BEBIDAS DESTRIBUIDORA DE BEBIDAS,,"- - COMÉRCIO VAREJISTA DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",14
303852,1,6,3O5 CIRETRAN PATIO ITARIRI E PEDRO DE TO,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
77302,1,6,3R CONFECCOES,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
209742,1,6,3R DO BRASIL,,NÃO DEFINIDO,-1
310080,1,6,3R FRIOS,,NÃO DEFINIDO,-1
460932,1,6,3STACIONAMENO E LAVA RAPIDO,,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,25
183904,1,6,3WS TRANSPORTE E LOGISTICA LIMITADA,,- ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES,25
186608,1,6,4  R  VEICULOS,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
92982,2,6,4 BAIAS CAVALOS,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
528465,1,6,4 BATALHAO DE POLICIA MILITAR,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
4801,1,6,4 CARTORIO DE NOTAS,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
21759,1,6,4 ESTACOES,,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",5
275739,1,6,4 ESTACOES TOLDOS,,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",5
265295,2,3,4 ESTREBARIA CHIQUEIRO GALINHEIRO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
261393,2,3,4 ESTUFAS E 2 GALPOES DE FUMO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
283225,2,6,4 GRANJAS DA PERDIGAO,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
276111,1,6,4 GREEC,,NÃO DEFINIDO,-1
86810,1,6,4 JS MODAS E BIJU,,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
236227,1,6,4 JUIZADO ESPECIAL,,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
290335,1,6,4 LINHAS AUTO PECAS LTDA,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
282982,1,6,4 PATAS PETSHOP,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,- - COMÉRCIO VAREJISTA DE PRODUTOS NOVOS NÃO ESPECIFICADOS ANTERIORMENTE E DE PRODUTOS USADOS,20
300242,1,6,4 PELOTAO DA POLICIA MILITAR,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL","ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
458379,1,6,4 RODAS SOM E ALARMES,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
285196,2,4,4 SERIE ENSINO FUNDAMENTAL,,EDUCAÇÃO,36
226831,1,6,4 TEMPOS MOTORSPORT,,- COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,8
548218,1,6,40 CARTORIO REGISTRO CIVIL BRASILANDIA,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
85070,1,6,40 GRAUS CABELEREIRO,,OUTRAS ATIVIDADES DE SERVIÇOS,40
251594,1,6,4A CONFECCOES E UNIFORMES,,INDÚSTRIAS DE TRANSFORMAÇÃO,3
70868,1,6,4A INFORMATICA,,INFORMAÇÃO E COMUNICAÇÃO,30
470587,2,3,4TFDF,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQUICULTURA",1
35126,1,6,5 A SEC,,NÃO DEFINIDO,-1
505918,1,6,5 CIA DA POLICIA MILITAR,,"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",35
245597,1,6,5 CINCO,,NÃO DEFINIDO,-1
51935,1,6,5 IGREJA ASSEMBLEIA DE DEUS,,"IGREJAS, TEMPLOS E ATIVIDADES RELIGIOSAS",41
485127,1,6,5 OFICIO DE NOTAS CARTORIO,"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS","ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",33
348100,1,6,5 PONTOS COMERCIAIS,,NÃO DEFINIDO,-1
196568,1,6,5 SALAS COMERCIAIS,,NÃO DEFINIDO,-1
